"","MEblack","MEblue","MEbrown","MEgreen","MEpink","MEpurple","MEturquoise","MEyellow"
"1",-0.0651264970729312,-0.0552313464300011,-0.0394627651668678,-0.0675065545139347,0.0549377688394793,0.0270274526404902,0.00854933227580339,0.0347296119468406
"2",-0.0731053959411885,-0.0437202086921602,-0.0509123483935062,-0.0137154784813114,0.0891393401977408,0.0307027523281428,-0.0167689510987238,0.0966968918423272
"3",-0.138267955965813,-0.0325233704083436,0.1239923625729,0.0204063604045257,0.313011659429444,-0.0606271849759522,0.0153869913461369,-0.0128299744238074
"4",-0.0792276587126914,-0.00788314118390217,-0.0155583112513704,-0.0727950422001248,0.0304479479065502,0.0527147988606643,-0.0313772755185185,0.0587965177982132
"5",-0.0900597234807648,-0.0659389710924711,0.0794652717156051,0.0138618724683869,-0.0230817610227698,-0.0373201059095218,-0.0628254303550396,0.0199057946332449
"6",0.0292165611292576,0.0373057001268507,-0.0358352632199011,-0.0626362214777913,0.175765338887691,0.160616827518187,-0.0560887850074138,0.171253704368905
"7",-0.0578985739048976,-0.018298278727359,0.202465569244774,-0.0307359645672622,0.0635955307661798,0.0833028836034714,-0.044728731011128,0.0528855545845549
"8",-0.119234999949087,-0.0803510643386743,0.0284445573191748,-0.0802951090709481,0.100442285729961,0.0508623081494359,-0.0890173585314861,0.138960015270972
"9",-0.0719811861384125,0.00463338941227359,0.0971342068447862,-0.0296885428220867,-0.00653291848531367,0.108869152899523,-0.0263700051192126,0.171691408683336
"10",-0.00314131686840532,-0.0190974542388154,-0.0531499585495361,0.213277799341695,-0.0717922546399699,-0.0239945605824494,-0.026812050344789,-0.0128627834462966
"11",-0.0372980312066178,-0.0309978312790331,0.0467082258062103,-0.0781056189035249,-0.00217951294389284,0.0703852689974181,0.0221795905141488,0.0536027598766452
"12",-0.0606561462007807,-0.0878894742394456,-0.0423491007055255,-0.0847486375436123,-0.0878999089138311,-0.0690220686044697,0.0223433146306144,-0.0441011337110513
"13",-0.0615710910148557,0.0256396142107139,-0.0425610786316663,0.00252192611049538,0.115321449111596,0.212836298191317,-0.0627318886203173,0.0975603825570415
"14",-0.133110590992573,-0.10750598688208,0.169937245335575,-0.0712522774779131,-0.10353219671135,-0.0749781007203745,0.0466760604134611,-0.0704558621440619
"15",-0.111596263638605,-0.0617735127169814,0.160308862867149,-0.0809656772990655,-0.113790085047831,0.0242678447827631,0.15469720942826,-0.0293282368083033
"16",0.0279490787666611,-0.0087986363817467,-0.0615874723725414,0.0337232567924179,-0.00999970976265716,0.0108331250301573,-0.0438246780663202,0.0572215111897987
"17",-0.0879737627707816,-0.0493040820674861,0.106410593147897,0.116903870375335,-0.0449996821556047,-0.0223312018615062,-0.0502391259794905,-0.000399026035525767
"18",-0.0832629922030446,-0.0149781555841017,0.0951494921487687,0.239459649477158,-0.107461577785757,0.015919720125382,0.00484661815374638,-0.0485086940838365
"19",0.0981312015445514,0.0878269193948889,-0.0516359758334284,-0.00273174095561578,0.0654276327729232,0.0954788475830552,-0.0653959348231468,0.105851940333512
"20",0.00178295489752385,0.0807139091680584,0.00632267927324554,-0.0199337259031127,0.139922448028722,0.201169452900305,-0.0503187524312028,0.170217376058597
"21",-0.0184481863114486,-0.0869125552489535,-0.033860515717707,0.0528141115127823,0.0384947365048352,-0.0791109838440536,0.0232783523050962,-0.00304905128787753
"22",-0.0867579812591778,-0.0778476471610418,0.103843059594534,-0.0672903464614194,-0.0768743296722799,0.00991037658991585,-0.083151714425878,-0.0326700594701312
"23",-0.114536037008413,-0.101620644525526,0.0358505722469699,-0.0949691054334077,-0.0451287124689513,-0.0263730797730881,-0.0361586398766339,-0.0131706121239873
"24",-0.0701940965402301,-0.0348358876794268,0.232150179810415,0.12787376881763,-0.0430087753259292,0.0389521339763686,0.05919479536531,-0.0458628013296515
"25",-0.085650176993408,-0.0963454719447709,0.141080499730453,-0.0924058138056705,-0.0843417672297034,-0.102243833465614,0.0563302418718183,-0.0956333509611691
"26",0.00378857090908082,-0.0928242718688874,0.013108807596492,-0.0254257975975737,-0.0899626412929692,-0.095615746228757,0.278940843954954,-0.115090672883206
"27",-0.0413244527465858,-0.0495958271839137,-0.0181599170253422,0.0501297408662499,0.165869886528515,-0.0887270812274446,0.0606034834693339,-0.0698294299177706
"28",0.0600656099325848,0.225034763011226,-0.0682784859945823,-0.0552634236380818,0.0936231860841128,0.097718803398628,-0.0940014347379495,0.000960687915008156
"29",-0.165047568533668,-0.128389787602459,0.29328442473406,-0.0530808812643071,-0.114633095941745,-0.108040793955189,0.214106959668549,-0.13387695494792
"30",-0.0775903610063751,-0.103311057793931,-0.028457518145455,-0.0685092470472893,-0.101001897067736,-0.101262969460338,0.151260337466127,-0.131678709927534
"31",0.00895566255405073,-0.0619319075145104,-0.00115550789188864,-0.0535905743559603,0.0372258750889464,-0.0740137349400024,0.0659016019214275,-0.071686281261065
"32",0.113804824633547,-0.0295459737150016,-0.0258775198352279,-0.0477931474848565,0.0977848051491583,-0.0285704950587762,0.0287390005338556,-0.0385709817917946
"33",-0.0450945703735489,-0.078468926298513,-0.0179233348188777,0.0426247727581465,-0.0132350858139772,-0.0914794850377231,0.194594861738052,-0.0790281447502419
"34",-0.0747404537337948,-0.0950359386625113,-0.0321795708295737,-0.0748610251493286,-0.104294653829569,-0.0949597361394197,0.242717408273718,-0.0870327685930953
"35",0.0205959617930228,-0.0499743185718675,-0.0251411140752408,-0.00802588750004865,-0.110155404000442,-0.072788841948767,0.231560068016233,-0.1086095139319
"36",-0.026360170600901,-0.0661246005242738,0.0911356791427817,-0.0318888277420488,-0.0549607285309406,-0.0917654422021301,0.107860099948893,-0.0901757696361829
"37",-0.140781423354765,-0.121909613864838,-0.0142773233770958,0.0182025337286378,-0.0391752523969215,-0.100669915398034,0.225677880994582,-0.116486236633536
"38",0.0620536608278587,-0.0175134763947358,-0.0600711954332404,-0.0151826323421556,0.0373464261532923,-0.0615840962585762,0.0442309642698664,-0.0683628426546315
"39",-0.109834585572135,-0.106179661907789,0.0181643951068241,0.0260099490545976,-0.101685334630905,-0.103272581950319,0.27009745585055,-0.132633491792855
"40",-0.00454615837140016,-0.0355345444679172,0.0904401221821603,0.0140150053643721,-0.0862034899875862,-0.0932720526913115,0.0168935951215037,-0.0846725486354855
"41",0.0759345247715025,-0.0496454096646951,0.00343582951550515,0.0996531922769727,-0.0594947170650251,-0.0756071266601443,0.0786815291501387,-0.0372075348898803
"42",0.16348015451774,0.14996585934222,-0.0835773403917114,0.0935218067488872,0.00775571289751858,-0.0693758370941565,-0.06070223433265,-0.0291217795108849
"43",-0.0526904681051042,-0.0956192893235785,0.0716239995697819,-0.0927809133670373,-0.0892837273888874,-0.0890430539683351,0.0428981796740516,-0.113985200401337
"44",0.0347817593802883,-0.0588143136454751,0.112156089191255,-0.0411639720809601,-0.0640563589942144,-0.0858995693845406,0.128685754703556,-0.0818181537495568
"45",-0.063033209932516,-0.099910284950098,0.0267647538126373,-0.0274668215586253,-0.0425114634600595,-0.105622231788746,0.136538917822474,-0.1075584297932
"46",0.0303102098527407,-0.0435449753836862,-0.00841870362224529,-0.0585014089406829,0.0574393710199854,-0.0852795311726686,0.070603730709679,-0.0937557874654624
"47",-0.0373626536090777,-0.0734713223596587,0.0718734833038425,-0.0419739985217852,-0.0416622326864625,-0.0599527455535701,0.114225656419862,-0.0651244114425749
"48",-0.00646755066090885,-0.0464958184074449,-0.0795177709863516,-0.0750731549944864,0.0707829783026263,-0.0621634191796407,-0.0315801394547349,-0.0618829514560553
"49",-0.0426726654648173,-0.0621188547575527,0.0667166976558843,-0.0767192789335024,0.0147603266993146,-0.0900417868765565,-0.000885493972658682,-0.0749666127021267
"50",-0.00356133845731557,-0.0128614389445398,-0.0821281172355889,-0.0448049229297189,0.3442652651625,0.10860511940918,-0.0614150409827002,0.0894140653363623
"51",-0.1146471086269,-0.096441694519061,0.118450507619712,0.0621798292798699,-0.076510572251483,-0.0996471232143108,0.117452848027777,-0.11377519228755
"52",-0.0899877770172285,-0.0159932696017246,-0.0443102152095937,0.0350261356162566,-0.00885511273032961,0.0427433171913002,-0.0309065911247864,0.0576659181595808
"53",-0.121968414729723,-0.117364230277576,0.314570796764457,-0.0802954890723466,-0.100948858367592,-0.10052017814004,0.162369254742814,-0.125257435213724
"54",-0.0373936725146432,0.0301567223886996,-0.090527229509827,-0.0505681247088951,0.0486696911050023,0.0731498153090958,-0.120083865646138,0.0618503043714746
"55",0.0207453152125677,-0.0556834571910913,0.0395989952709317,-0.0166428999775104,-0.0900945644016995,-0.0897734794933803,-0.0524403550518133,-0.0745984690183333
"56",-0.0106366961577356,0.164002166169712,-0.0875336402744995,0.112373161829906,0.0432731913192836,0.106697391026348,-0.124632248503705,0.141048015904381
"57",-0.121958591223298,-0.0962661524556017,-0.0255667970948819,0.0711224505626179,-0.0231790011894939,-0.0576974993280137,0.0391379652156213,-0.049753830623755
"58",0.00809677693866839,0.0178535858611888,-0.0647355086812045,-0.0906950473035623,0.0133830018336858,-0.065654431326974,0.00272399231482482,-0.032235688613239
"59",-0.0115400733039414,0.0745400318286775,-0.0886530183091733,-0.0192048887494217,0.0648765791218641,-0.00133214898919021,-0.0395882635499316,-0.0256451756460825
"60",0.151441982733188,0.217778823548718,-0.0912155617382154,-0.0044734325460988,0.125440491898381,0.228931057000511,-0.114314112333622,0.126390625086657
"61",0.0969249164073606,0.0211968824903429,0.0940815367778449,0.265296131664779,-0.127136880136783,-0.100601003070019,0.0159770194630097,-0.129197673062032
"62",0.0625319921121643,0.0639109201056444,-0.0919034503823762,-0.0585401448842505,0.176496108373423,0.130576909992864,-0.135920708989776,0.130400393300751
"63",-0.0123597481484332,-0.0248817015263154,0.363418476191885,-0.062892828612603,-0.0912040948125065,-0.0773996943137327,0.0484822085677055,-0.0838141068397619
"64",-0.103935974599862,-0.0371200407980961,-0.0628372162153906,-0.0928572213820391,-0.08514617970212,-0.0661380102288036,0.0162274986218119,-0.091521695531506
"65",-0.0273474500707693,0.000496868957388389,-0.047225952985541,0.0347878506821309,-0.0227166817994499,-0.0480929628239871,0.0269777801912599,-0.0428801140652171
"66",-0.014470004185882,-0.036224376306492,-0.0719297897934509,-0.0162928076335606,-0.0557584770646708,-0.0992052330872997,-0.0261819469625519,-0.0958308301858389
"67",-0.0636539239341149,-0.0898784061882307,0.183138405272197,0.303035761845198,-0.137538509409481,-0.0997563589711569,0.0800172705961106,-0.133806686716644
"68",0.0690822685214639,0.0456462200006368,-0.0842936147499705,0.242624130085168,0.285516272583878,-0.0638634070916889,-0.10852473313592,-0.0296303667188112
"69",-0.0727406197787278,-0.0954904920179005,0.0104175801227846,-0.00172453258957072,-0.0774958274902044,-0.101623795253742,0.148112203635213,-0.11339092273429
"70",0.19430306048803,0.187640579680251,-0.0848786854230007,-0.0426255340707819,-0.0646104035874381,-0.0736009129534983,-0.0774928866343383,-0.0349290605122306
"71",0.0228869332789418,-0.0663585904702146,-0.0143430214180761,-0.046253559543947,-0.0177150397699849,-0.0944851449654879,0.0401010985971648,-0.0882302787190904
"72",-0.0148031479731929,0.17294438395506,-0.0983051621879249,-0.0330817156765071,0.130003461322043,0.109166344636275,-0.124379045675275,0.113066222885207
"73",-0.0232637182679487,-0.0282427734446748,0.00847452353715702,-0.0572480841886283,0.0697776508723984,-0.0337027024667994,-0.0141454178843064,0.0607581028328473
"74",-0.0661922979900124,-0.0442362806144087,0.0427443330615866,-0.046326812418589,0.0710513381140983,0.0404173661045971,-0.0255893629503972,0.0547301798152101
"75",0.096836331361627,0.229949825071178,-0.0893838576389353,0.133662115400466,0.0116377034360567,0.159092314135364,-0.0801829918959753,-0.00847798291727214
"76",-0.110137824223964,-0.0673087899700098,0.12992515241219,-0.0714911013773345,-0.0540564778786506,0.0144808397727048,0.0267263919366055,0.0140321222319642
"77",-0.028347182883316,-0.0762100471609847,-0.0354755895278443,-0.0387604756487525,0.0277701546794692,-0.0297212173499875,-0.0171629675236186,-0.0182188638294348
"78",-0.0355774380995763,-0.0237326607750285,0.0139683860371575,-0.0846743229882767,-0.0527306636168295,0.0159512385467262,-0.0147282996080942,0.0218187068850634
"79",0.187705124441323,0.0969600316151432,-0.0817957560903118,0.118767164749789,-0.057228516578177,-0.00327895300288147,-0.068263509217026,0.0328554176286682
"80",-0.00472721216557599,0.00762226749776324,0.124867379257165,0.0906916239656406,-0.0817673144794633,0.0822127330378632,-0.0609472289013182,0.0617929981023814
"81",-0.03577225627667,0.0218815496413581,0.0517051918487076,0.00536275254965341,0.0315065756860418,0.125338448861235,-0.0586264368383249,0.110440715044735
"82",0.115949571205326,0.0649904202839545,-0.0730886674676654,-0.0721514335998103,-0.0263905405835921,0.115609288933893,-0.0737676349964961,0.0640136097717416
"83",0.0304125604225499,0.0208224496774454,-0.064908686287578,-0.0380996991805796,0.00630349314046942,0.141615777504707,-0.0538601938839302,0.0667949658116729
"84",0.0203250035899729,-0.0515907597873355,-0.0213068653086016,-0.0763038547276829,-0.0210104813886529,-0.0365978422306121,0.0150644179312636,-0.0421319167784076
"85",-0.0339894418504993,-0.051957985330853,0.0750112186744357,-0.0604044736618853,-0.0454351908757697,-0.00918204655281437,0.0553792650106721,-0.0151282323115323
"86",0.126032713074838,0.0293907635467473,-0.0626088234103925,0.189707190543372,-0.0839363663873139,-0.0611360360409231,-0.0643253102251099,-0.0416666056366357
"87",-0.0852648864153644,-0.101449219158901,-0.0445611371686747,0.207794346301461,-0.085850448087121,-0.0744851874502082,0.0461662162799913,-0.0711939454006556
"88",0.0162148509382375,0.0578726450701753,-0.0440840941790211,-0.0329778292123132,0.060767811735933,0.0849058040582131,-0.06067278862925,0.0401367189063715
"89",0.0676821090982569,-0.0528734555789038,-0.0619444159020696,-0.0352358324794325,-0.0528639284019448,-0.0891179225973318,0.0467550610118945,-0.0798860465771198
"90",0.370849740156667,0.168620779967958,-0.0102523653106258,0.0507304349156285,-0.0808316806763342,0.0235784964496634,-0.0923419364886184,-0.00437601230274546
"91",0.105678605787971,0.0715795972937145,-0.0721340909155811,0.303023702167255,-0.115693920028143,-0.0906977969658938,-0.0327880893198608,-0.126659669227974
"92",0.147739091586437,0.0550564376182617,0.0528719902403734,0.021390607881546,-0.103080465746961,-0.0755711494506241,0.00207171631776005,-0.113702173090915
"93",0.0437994288347268,-0.0439331692757456,-0.0330025635543909,0.0505496207874303,0.0811510453042439,-0.0343571993580064,-0.02884472243036,-0.00207609648470028
"94",0.0986060658301863,0.170760358254427,-0.0692560304266678,-0.0376173105307939,0.0648390648633643,0.13973178672901,-0.119295596997535,0.215804201686513
"95",-0.075823032929809,0.0225204990419989,0.0291205010670843,-0.0803766286472583,0.0899174909890624,-0.0495991201198797,-0.0659951299879248,0.132677684238054
"96",0.0731898702096906,0.137232805942783,-0.0709435943982556,-0.0190190852281316,-0.068053310145317,0.0841943069553841,-0.059805281876909,0.128251367024156
"97",0.13740236140897,0.169789349893673,-0.0938790830563674,-0.0696047734393587,0.0396810159384964,0.146343532286671,-0.131222351721762,0.250642034311432
"98",0.019928539560385,-0.0233532436184031,-0.0748433752684689,-0.0743321258192178,-0.0403971980323544,-0.0360349983609484,-0.00513378289478805,-0.00303332270865044
"99",0.25945666054295,0.269230620882652,-0.0902821838080338,0.105654382132394,0.0430730963689907,0.115147176185024,-0.100378565041879,0.0629088597251683
"100",-0.0619196584012629,-0.0313551436213759,0.0508188514745383,-0.0853771519564867,-0.0743046276153639,0.00394812848748644,0.11407743137371,-0.0260050882428149
"101",-0.127423247061183,-0.113385067926826,0.0335329254215307,0.0770484231288349,-0.038549934194566,-0.0798058906849223,0.0173876652259769,-0.0306209651423641
"102",0.00579211452417388,0.0475287936997763,-0.0144576236648918,0.0164370909165655,0.0382811138092867,0.159612519175794,-0.0294180296793587,0.0558008725950579
"103",0.00847263490390957,0.00784575290566827,-0.0750854703494501,-0.0110119263777156,0.118563648022856,0.148024580928222,-0.125804033134563,0.278528765646596
"104",0.00276181753711922,-0.0106007194211942,-0.0539443578776928,0.0144794828609563,-0.00599177033324525,0.153339481046152,-0.110952399931406,0.234275722149888
"105",0.0411279422447011,0.0393416624249584,-0.0915159242820815,-0.0656484689684864,0.0115584898452257,0.00525687783561642,-0.0550155996100509,0.0554950693060236
"106",0.000621498918147834,-0.0344171789367792,-0.0694555300254644,-0.00434528796455999,-0.00216374806119765,-0.00853104464452231,0.0236117545109579,0.0589148980629274
"107",-0.0145909818631721,-0.0474490806081852,0.00188027673539174,-0.0880444277320463,-0.0639416449707458,-0.0534975687455443,0.0764100355147831,-0.0760502953501649
"108",0.101213640597952,0.104676414792731,-0.0965387312921768,0.03002153743512,0.0454628724178663,0.0462524954558925,-0.0847049410019578,0.0135138555415261
"109",0.161507179475526,0.0600863806394299,-0.0691553317331259,-0.0136048135847627,0.000234009345814348,-0.056940196890211,-0.0607381850342106,-0.0181238496288405
"110",-0.0275080571436121,-0.0646866540832953,-0.0124383726862919,-0.0669606445915282,-0.0470199938133636,-0.00227243997385235,0.0230590309751714,-0.0230854987091875
"111",0.243947207437507,0.290468338578146,-0.0953275516422893,-0.0510889846114968,0.221956137803752,0.290289811185484,-0.128547806027154,0.0637258169348004
"112",-0.0606820956955788,-0.0231706160209334,-0.0915588221800906,-0.0803736096001758,0.0289454725156921,0.0320025245609797,-0.0241276955577587,-0.0118539936988151
"113",0.0557252177469601,0.101941870472579,-0.0937369609312538,0.00974264117814624,-0.00354876572018492,-0.0119823811724705,-0.0892545292754015,0.0800873639327042
"114",0.00608058362267382,0.0366379268890414,-0.0381183792200338,-0.0334749831410286,-0.0273590683204631,-0.028554644209253,-0.0113507100754554,-0.0503791925755193
"115",0.00504551708130226,-0.0373059598452564,-0.0684219017767048,-0.0802743550065387,0.125404272507319,-0.0220389777229166,-0.0345960896883143,0.0442812373889317
"116",0.0499054943290512,0.187397614655143,-0.0448979406273949,0.309097183311672,-0.094039306044376,0.0641691234085221,-0.119364657908368,-0.0578485155132341
"117",0.141977168367788,0.0799994775216217,-0.0317325964404643,0.00569105765183863,0.0435173380923684,0.0603544178774862,-0.0815617786489504,0.135753510270531
"118",0.0344516976826838,0.0054258817032266,-0.0821679565084825,-0.0379388418006632,-0.045643507082048,-0.0275897639042794,0.00227086522276974,0.0219806825658264
"119",0.0461582540798397,0.0427853266450535,-0.0555715137713639,-0.0223556202035518,0.00435822543325163,0.0354406437979441,-0.0442447685394225,0.0863312006140652
"120",-0.0305917495732102,0.113933369282438,-0.0283534690504781,-0.0381434677385548,0.0469615572879868,0.200348141596945,-0.0882425815729606,0.090526206080818
