"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131"
"1","-0.00095
(1)","-0.078
(0.4)","-0.079
(0.4)","-0.11
(0.2)","-0.18
(0.05)","-0.21
(0.02)","0.05
(0.6)","-0.26
(0.004)","0.051
(0.6)","-0.2
(0.03)","0.058
(0.5)","-0.22
(0.02)","-0.18
(0.05)","-0.097
(0.3)","-0.11
(0.2)","-0.2
(0.03)","-0.23
(0.01)","0.026
(0.8)","0.11
(0.2)","0.11
(0.2)","-0.019
(0.8)","0.076
(0.4)","0.1
(0.3)","0.015
(0.9)","0.044
(0.6)","-0.15
(0.1)","0.032
(0.7)","0.039
(0.7)","-0.015
(0.9)","0.016
(0.9)","0.017
(0.9)","0.0051
(1)","0.059
(0.5)","-0.035
(0.7)","0.063
(0.5)","-0.026
(0.8)","0.031
(0.7)","-0.022
(0.8)","0.07
(0.4)","0.1
(0.3)","-0.028
(0.8)","0.028
(0.8)","-0.024
(0.8)","0.11
(0.2)","-0.071
(0.4)","0.0075
(0.9)","-0.075
(0.4)","0.13
(0.2)","0.074
(0.4)","0.064
(0.5)","0.0083
(0.9)","-0.01
(0.9)","-0.011
(0.9)","0.085
(0.4)","0.0077
(0.9)","0.081
(0.4)","0.0079
(0.9)","-0.041
(0.7)","0.037
(0.7)","0.11
(0.2)","0.057
(0.5)","0.13
(0.2)","0.13
(0.2)","0.075
(0.4)","-0.039
(0.7)","-0.042
(0.7)","-0.03
(0.7)","-0.15
(0.1)","-0.11
(0.2)","0.13
(0.2)","-0.092
(0.3)","-0.024
(0.8)","-0.091
(0.3)","0.16
(0.08)","-0.065
(0.5)","0.038
(0.7)","0.079
(0.4)","-0.025
(0.8)","-0.097
(0.3)","0.11
(0.2)","-0.031
(0.7)","0.062
(0.5)","-0.19
(0.04)","-0.097
(0.3)","-0.002
(1)","-0.095
(0.3)","-0.093
(0.3)","-0.062
(0.5)","-0.1
(0.3)","0.057
(0.5)","-0.093
(0.3)","0.031
(0.7)","-0.069
(0.5)","-0.093
(0.3)","-0.046
(0.6)","0.24
(0.008)","0.17
(0.06)","-0.13
(0.2)","0.013
(0.9)","-0.088
(0.3)","0.14
(0.1)","-0.025
(0.8)","0.028
(0.8)","-0.22
(0.01)","-0.094
(0.3)","0.058
(0.5)","0.054
(0.6)","-0.051
(0.6)","-0.071
(0.4)","-0.018
(0.8)","-0.061
(0.5)","-0.014
(0.9)","0.092
(0.3)","0.022
(0.8)","-0.1
(0.3)","0.14
(0.1)","0.082
(0.4)","-0.00085
(1)","0.054
(0.6)","0.21
(0.02)","-0.077
(0.4)","-0.11
(0.2)","0.049
(0.6)","-0.1
(0.3)","-0.088
(0.3)","-0.044
(0.6)","0.23
(0.01)","-0.14
(0.1)","-0.024
(0.8)","-0.091
(0.3)","0.16
(0.08)"
"2","0.49
(1e-08)","0.29
(0.001)","0.2
(0.03)","0.13
(0.2)","-0.56
(4e-11)","-0.1
(0.3)","0.48
(3e-08)","-0.47
(5e-08)","-0.013
(0.9)","-0.44
(6e-07)","0.025
(0.8)","-0.32
(4e-04)","-0.3
(0.001)","-0.2
(0.03)","-0.061
(0.5)","-0.38
(2e-05)","-0.29
(0.001)","0.21
(0.02)","0.27
(0.003)","0.27
(0.003)","0.14
(0.1)","0.15
(0.1)","0.23
(0.01)","0.16
(0.07)","0.2
(0.03)","-0.099
(0.3)","0.21
(0.02)","0.16
(0.08)","0.16
(0.08)","0.21
(0.02)","0.13
(0.2)","0.16
(0.08)","0.16
(0.09)","0.2
(0.03)","0.18
(0.05)","0.096
(0.3)","0.063
(0.5)","0.24
(0.008)","-0.15
(0.09)","0.18
(0.05)","0.13
(0.2)","0.21
(0.02)","0.15
(0.1)","0.14
(0.1)","0.012
(0.9)","0.11
(0.2)","0.17
(0.06)","0.25
(0.006)","0.22
(0.02)","0.19
(0.03)","-0.017
(0.9)","0.24
(0.008)","0.28
(0.002)","0.21
(0.02)","0.25
(0.006)","0.14
(0.1)","0.1
(0.3)","0.11
(0.2)","0.18
(0.05)","0.13
(0.2)","0.081
(0.4)","0.12
(0.2)","0.13
(0.2)","0.13
(0.1)","-0.089
(0.3)","0.0099
(0.9)","0.033
(0.7)","-0.083
(0.4)","-0.049
(0.6)","0.18
(0.04)","-0.14
(0.1)","0.081
(0.4)","0.22
(0.01)","0.37
(3e-05)","0.09
(0.3)","0.031
(0.7)","0.22
(0.02)","-0.043
(0.6)","0.046
(0.6)","0.1
(0.3)","0.024
(0.8)","0.074
(0.4)","-0.23
(0.01)","-0.044
(0.6)","-0.064
(0.5)","0.19
(0.04)","0.14
(0.1)","-0.13
(0.1)","-0.067
(0.5)","0.13
(0.1)","0.0011
(1)","0.13
(0.2)","-0.021
(0.8)","-0.24
(0.009)","0.13
(0.2)","0.13
(0.2)","0.2
(0.03)","-0.084
(0.4)","0.17
(0.07)","0.017
(0.9)","0.064
(0.5)","-0.068
(0.5)","-0.1
(0.3)","0.031
(0.7)","-0.46
(2e-07)","0.23
(0.01)","0.029
(0.8)","-0.15
(0.09)","-0.22
(0.01)","0.27
(0.003)","0.12
(0.2)","0.21
(0.02)","0.18
(0.04)","-0.098
(0.3)","0.13
(0.1)","-0.015
(0.9)","0.03
(0.7)","-0.014
(0.9)","0.097
(0.3)","0.03
(0.7)","-0.21
(0.02)","-0.29
(0.001)","-0.046
(0.6)","-0.3
(8e-04)","-0.066
(0.5)","-0.35
(8e-05)","-0.073
(0.4)","0.076
(0.4)","0.081
(0.4)","0.22
(0.01)","0.37
(3e-05)"
"3","-0.0041
(1)","-0.018
(0.8)","-0.2
(0.03)","-0.22
(0.02)","-0.32
(4e-04)","-0.41
(3e-06)","0.11
(0.2)","-0.38
(1e-05)","-0.024
(0.8)","-0.37
(4e-05)","0.13
(0.2)","-0.48
(3e-08)","-0.51
(3e-09)","-0.41
(3e-06)","-0.034
(0.7)","-0.31
(5e-04)","-0.23
(0.01)","0.13
(0.2)","0.15
(0.1)","0.21
(0.02)","0.062
(0.5)","0.18
(0.05)","0.2
(0.03)","0.087
(0.3)","0.15
(0.1)","-0.17
(0.07)","0.13
(0.2)","0.099
(0.3)","0.16
(0.09)","0.097
(0.3)","0.056
(0.5)","0.1
(0.3)","0.12
(0.2)","0.025
(0.8)","0.16
(0.08)","0.08
(0.4)","0.11
(0.2)","0.089
(0.3)","-0.049
(0.6)","0.12
(0.2)","0.059
(0.5)","0.12
(0.2)","0.072
(0.4)","0.14
(0.1)","0.042
(0.6)","0.15
(0.1)","-0.034
(0.7)","0.16
(0.08)","0.18
(0.05)","0.16
(0.08)","0.031
(0.7)","0.11
(0.2)","0.16
(0.09)","0.14
(0.1)","0.17
(0.06)","0.1
(0.3)","0.035
(0.7)","0.041
(0.7)","0.13
(0.2)","0.34
(1e-04)","0.11
(0.2)","0.25
(0.006)","0.084
(0.4)","0.11
(0.2)","-0.11
(0.2)","0.011
(0.9)","-0.06
(0.5)","-0.16
(0.09)","0.045
(0.6)","0.13
(0.2)","-0.11
(0.2)","-0.017
(0.9)","0.042
(0.6)","0.31
(5e-04)","0.0076
(0.9)","-0.058
(0.5)","0.13
(0.2)","-0.011
(0.9)","0.024
(0.8)","0.17
(0.06)","0.027
(0.8)","0.14
(0.1)","-0.25
(0.005)","-0.084
(0.4)","-0.035
(0.7)","0.13
(0.2)","-0.0067
(0.9)","-0.13
(0.2)","-0.064
(0.5)","0.14
(0.1)","-0.14
(0.1)","0.12
(0.2)","-0.033
(0.7)","-0.042
(0.7)","0.018
(0.8)","0.25
(0.007)","0.23
(0.01)","-0.11
(0.2)","0.08
(0.4)","-0.044
(0.6)","0.14
(0.1)","-0.072
(0.4)","0.027
(0.8)","-0.23
(0.01)","-0.22
(0.02)","0.15
(0.1)","0.081
(0.4)","-0.049
(0.6)","-0.048
(0.6)","0.18
(0.05)","-0.036
(0.7)","0.098
(0.3)","0.0038
(1)","0.026
(0.8)","0.0023
(1)","0.13
(0.2)","0.33
(3e-04)","0.046
(0.6)","0.082
(0.4)","0.19
(0.04)","-0.25
(0.006)","-0.23
(0.01)","0.065
(0.5)","-0.24
(0.008)","-0.034
(0.7)","-0.084
(0.4)","0.072
(0.4)","-0.13
(0.1)","-0.017
(0.9)","0.042
(0.6)","0.31
(5e-04)"
"4","-0.083
(0.4)","-0.069
(0.5)","-0.27
(0.003)","-0.26
(0.004)","-0.22
(0.01)","-0.49
(1e-08)","-0.019
(0.8)","-0.42
(1e-06)","0.028
(0.8)","-0.37
(4e-05)","0.065
(0.5)","-0.46
(1e-07)","-0.49
(1e-08)","-0.4
(6e-06)","-0.12
(0.2)","-0.22
(0.01)","-0.25
(0.006)","0.14
(0.1)","0.16
(0.08)","0.22
(0.01)","0.08
(0.4)","0.18
(0.05)","0.24
(0.007)","0.1
(0.3)","0.19
(0.04)","-0.15
(0.1)","0.16
(0.09)","0.14
(0.1)","0.2
(0.03)","0.1
(0.3)","0.06
(0.5)","0.15
(0.1)","0.15
(0.1)","0.058
(0.5)","0.21
(0.02)","0.11
(0.2)","0.12
(0.2)","0.12
(0.2)","-0.051
(0.6)","0.1
(0.3)","0.062
(0.5)","0.15
(0.1)","0.12
(0.2)","0.15
(0.09)","0.054
(0.6)","0.17
(0.06)","0.018
(0.8)","0.2
(0.03)","0.18
(0.05)","0.19
(0.04)","0.075
(0.4)","0.12
(0.2)","0.17
(0.07)","0.15
(0.1)","0.2
(0.03)","0.13
(0.2)","0.067
(0.5)","0.035
(0.7)","0.14
(0.1)","0.33
(2e-04)","0.16
(0.08)","0.25
(0.006)","0.18
(0.05)","0.15
(0.1)","-0.098
(0.3)","0.049
(0.6)","-0.04
(0.7)","-0.075
(0.4)","-0.012
(0.9)","0.16
(0.08)","-0.017
(0.9)","0.017
(0.9)","0.056
(0.5)","0.29
(0.001)","0.023
(0.8)","-0.021
(0.8)","0.16
(0.08)","0.05
(0.6)","0.065
(0.5)","0.21
(0.02)","-0.032
(0.7)","0.2
(0.03)","-0.26
(0.004)","-0.066
(0.5)","0.01
(0.9)","0.24
(0.008)","0.021
(0.8)","-0.11
(0.2)","-0.012
(0.9)","0.16
(0.08)","-0.12
(0.2)","0.19
(0.03)","0.018
(0.8)","-0.11
(0.2)","0.049
(0.6)","0.29
(0.001)","0.13
(0.1)","-0.099
(0.3)","0.065
(0.5)","0.026
(0.8)","0.15
(0.1)","-0.015
(0.9)","9e-04
(1)","-0.2
(0.03)","-0.17
(0.07)","0.18
(0.05)","0.13
(0.2)","0.0022
(1)","-0.088
(0.3)","0.15
(0.1)","-0.068
(0.5)","0.15
(0.1)","0.012
(0.9)","0.07
(0.4)","-0.017
(0.9)","0.12
(0.2)","0.36
(6e-05)","0.079
(0.4)","0.085
(0.4)","0.26
(0.004)","-0.12
(0.2)","-0.13
(0.2)","0.047
(0.6)","-0.22
(0.02)","-0.028
(0.8)","-0.063
(0.5)","0.065
(0.5)","-0.12
(0.2)","0.017
(0.9)","0.056
(0.5)","0.29
(0.001)"
"5","-0.27
(0.003)","-0.16
(0.09)","-0.31
(6e-04)","-0.26
(0.005)","0.18
(0.05)","-0.15
(0.09)","-0.2
(0.03)","0.034
(0.7)","0.057
(0.5)","0.071
(0.4)","0.02
(0.8)","-0.027
(0.8)","-0.11
(0.2)","-0.17
(0.06)","-0.07
(0.4)","0.13
(0.1)","0.013
(0.9)","-0.11
(0.2)","-0.12
(0.2)","-0.1
(0.3)","-0.1
(0.3)","-0.018
(0.8)","-0.078
(0.4)","-0.062
(0.5)","-0.12
(0.2)","-0.14
(0.1)","-0.12
(0.2)","-0.062
(0.5)","-0.0054
(1)","-0.13
(0.1)","-0.1
(0.3)","-0.093
(0.3)","-0.074
(0.4)","-0.1
(0.3)","-0.015
(0.9)","-0.09
(0.3)","0.053
(0.6)","-0.17
(0.07)","0.11
(0.2)","-0.11
(0.2)","-0.097
(0.3)","-0.095
(0.3)","-0.11
(0.2)","-0.039
(0.7)","-0.017
(0.9)","-0.0069
(0.9)","-0.22
(0.02)","-0.1
(0.3)","-0.08
(0.4)","-0.061
(0.5)","-0.0089
(0.9)","-0.067
(0.5)","-0.12
(0.2)","-0.11
(0.2)","-0.11
(0.2)","-0.064
(0.5)","-0.091
(0.3)","-0.075
(0.4)","-0.054
(0.6)","0.32
(4e-04)","-0.0036
(1)","0.046
(0.6)","-0.029
(0.8)","-0.13
(0.2)","-0.067
(0.5)","0.023
(0.8)","-0.079
(0.4)","-0.066
(0.5)","0.19
(0.04)","-0.084
(0.4)","0.059
(0.5)","-0.17
(0.07)","-0.18
(0.05)","-0.042
(0.7)","-0.075
(0.4)","-0.057
(0.5)","-0.035
(0.7)","0.045
(0.6)","0.069
(0.5)","0.039
(0.7)","0.093
(0.3)","-0.025
(0.8)","-0.055
(0.6)","-0.066
(0.5)","0.038
(0.7)","0.057
(0.5)","-0.13
(0.2)","0.032
(0.7)","0.012
(0.9)","-0.014
(0.9)","-0.025
(0.8)","0.0072
(0.9)","0.066
(0.5)","0.21
(0.02)","-0.072
(0.4)","0.11
(0.2)","-0.03
(0.7)","0.0014
(1)","-0.015
(0.9)","-0.074
(0.4)","0.072
(0.4)","0.15
(0.1)","0.14
(0.1)","-0.19
(0.04)","0.14
(0.1)","-0.065
(0.5)","0.08
(0.4)","0.088
(0.3)","0.0099
(0.9)","-0.1
(0.3)","-0.18
(0.04)","-0.15
(0.09)","-0.17
(0.07)","0.1
(0.3)","-0.11
(0.2)","0.07
(0.4)","0.5
(8e-09)","0.14
(0.1)","-0.019
(0.8)","0.1
(0.3)","0.0036
(1)","-0.003
(1)","0.15
(0.1)","0.0094
(0.9)","0.074
(0.4)","0.32
(4e-04)","0.067
(0.5)","-0.071
(0.4)","-0.17
(0.07)","-0.18
(0.05)","-0.042
(0.7)"
